locale	tatoeba_lang	sentence_id	author	added_utc	modified_utc	license	sentence_url	review_state	source_row_sha256	sentence
ja	jpn	1297	xtofu80	2008-01-26 18:04:24	2010-07-02 00:11:07	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/1297	human-contributed-unreviewed	7edeb64f0ed533f039f2270768a74b232cb2b7b6ffaf6d66097b60f2329e7537	きみにちょっとしたものをもってきたよ。
ja	jpn	4702	mookeee	\N	2011-08-26 17:35:57	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4702	human-contributed-unreviewed	61d1c0c9d4d384fec92d55e686e350a544d128c377c73d1c084cf57da1bb9ca3	何かしてみましょう。
ja	jpn	4703	Swift	\N	2010-09-02 13:28:48	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4703	human-contributed-unreviewed	c59146e43fbddde564d6b16c675d9c598e9f5a3776d07e8ba1e8fbbe41c2cd7a	私は眠らなければなりません。
ja	jpn	4704	Swift	\N	2010-09-02 13:25:31	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4704	human-contributed-unreviewed	947d389744ece2f0eee5daa584e79de6d77e7a7159e1601a4340894c3c79f83d	何してるの？
ja	jpn	4705	pergpau	\N	2010-05-10 14:28:26	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4705	human-contributed-unreviewed	4bb21bce160bd6e4b2032d38aa79353ee58af89adcb8659f202e341fa2a500d3	今日は６月１８日で、ムーリエルの誕生日です！
ja	jpn	4706	bunbuku	\N	2011-06-01 02:09:37	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4706	human-contributed-unreviewed	b78ed911a08ae672da36a4229bde3967866eb42227e034f304e6492cdc874778	お誕生日おめでとうムーリエル！
ja	jpn	4707	fabioedri	\N	2010-06-11 14:02:18	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4707	human-contributed-unreviewed	8462b55d87a66792cb2225c06e538582a95ea07590438e13cbab32951ab55f05	ムーリエルは２０歳になりました。
ja	jpn	4708	bunbuku	\N	2011-06-01 02:09:47	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4708	human-contributed-unreviewed	bc42d92e0ede6f15ae16d6ccfa2424e8068448c34247524c3731d5c0cf41cfb7	パスワードは「Muiriel」です。
ja	jpn	4709	bunbuku	\N	2011-06-01 02:09:56	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4709	human-contributed-unreviewed	7160d0da5a566f3bacd54746706ca66ee7cc2d340ddfaaf02365a6362341138f	すぐに戻ります。
ja	jpn	4710	e4zh1nmcz	\N	2020-02-23 05:07:26	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4710	human-contributed-unreviewed	bc4efeb7b1621ace87d1c4f52741b5fdb1c7fbb1214c6501d48d4289db46c186	知らない。
ja	jpn	4711	bunbuku	\N	2011-05-31 16:22:32	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4711	human-contributed-unreviewed	626b38671e299041d16c9db897190cd1594e9ff0fc1b6d18ce01c4022533dc7d	何と言ったら良いか分かりません。
ja	jpn	4712	bunbuku	0000-00-00 00:00:00	0000-00-00 00:00:00	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4712	human-contributed-unreviewed	ec552b198a7f9f24aadc254ca4433087af023ed40d3a4317d9d686480077fc7d	きりがない。
ja	jpn	4713	e4zh1nmcz	\N	2020-02-23 05:07:29	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4713	human-contributed-unreviewed	862bf15fa2147dab9e7dfe24e53f000f8c584f13543c92d16ea7ea97785815a2	何と言ったらいいか・・・。
ja	jpn	4714	mookeee	\N	2011-08-26 17:35:04	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4714	human-contributed-unreviewed	bb57a368310dd15d283158a700d4f40207af5ea41e8890830b276c3c6f39092b	こいつは悪いウサギだった。
ja	jpn	4715	bunbuku	\N	2011-05-31 16:57:49	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4715	human-contributed-unreviewed	140169bbd4f4e3bf0840116dab2701274d3b3a2b729b307dd21f82cb00e0e3d2	私は山にいました。
ja	jpn	4716	Swift	\N	2010-09-02 13:31:31	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4716	human-contributed-unreviewed	2bf5a3e7f601ac7119081bf3e42ef507180ba7d937f324b8f693d3130bf11872	それは最近の写真？
ja	jpn	4717	bunbuku	\N	2011-05-31 16:57:39	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4717	human-contributed-unreviewed	8ad4c10eed0cf284a0468b642cbf6cf2b8f98fb9133b386ecaa068f7dce95f2d	時間があるか分かりません。
ja	jpn	4718	bunbuku	\N	2011-05-31 16:57:01	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4718	human-contributed-unreviewed	7109358bcdf2231ad725e6d3e4c0db2514930d28e3e74409cad3fb20b364d9e7	先程、どういうわけかマイクが入りませんでした。
ja	jpn	4720	mookeee	\N	2011-07-17 11:04:32	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4720	human-contributed-unreviewed	47ab0f3da1ec6963719762763d1ab02dd89f6807fe197a9c13937a214da5e589	この世界の教育にはがっかりしてしまう。
ja	jpn	4726	bunbuku	\N	2011-05-31 16:22:57	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4726	human-contributed-unreviewed	c64068e902cb67a6ca325eec94477b6c6c1b70831e0cb977b6543c5e2c722576	私は一日に100ユーロ稼ぎます。
ja	jpn	4727	bunbuku	\N	2011-05-31 16:23:10	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/4727	human-contributed-unreviewed	60c653a24e75f06cf1f49a60a0984d1b6aeb3c454d2f43a125b5823f7524908b	すぐに諦めて昼寝をするかも知れない。
