locale	tatoeba_lang	sentence_id	author	added_utc	modified_utc	license	sentence_url	review_state	source_row_sha256	sentence
fr	fra	1115	TRANG	2007-10-06 17:26:59	2009-06-22 07:59:15	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/1115	human-contributed-unreviewed	48cda6f323e1071a7f4f427d8229fdf2847e1da61dde89999199e409cba635e5	Lorsqu'il a demandé qui avait cassé la fenêtre, tous les garçons ont pris un air innocent.
fr	fra	1279	hortusdei	2008-01-28 13:15:39	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/1279	human-contributed-unreviewed	fddfd4e5d3e3491ff6958c72e388978535c087b572a2883ef55e5321c9e86971	Je ne supporte pas ce type.
fr	fra	1441	TRANG	2008-05-14 17:30:11	2009-01-24 00:50:15	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/1441	human-contributed-unreviewed	e6dfced2b9cd8b160589ca5f2219bb1773109f3d0399ea9b36d9966066529e31	Pour une fois dans ma vie je fais un bon geste... Et ça ne sert à rien.
fr	fra	1593	hortusdei	2008-01-28 13:18:47	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/1593	human-contributed-unreviewed	bbe23d294e8e7ce8fd4f7be7d7c1b943578d33820b2f2d7144123dbdb997b760	Ne tenez aucun compte de ce qu'il dit.
fr	fra	3091	ANH_DAO	\N	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3091	human-contributed-unreviewed	22447902b4fabd40111956f24e1ce879ae611f17d2faf0514fc28e1a741649ee	Essayons quelque chose !
fr	fra	3093	brauliobezerra	\N	2010-06-29 23:29:39	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3093	human-contributed-unreviewed	94485e87c525cdc9e402504a5794dde3400cd2d09570a4bf7255e9d4db53083d	Qu'est-ce que tu fais ?
fr	fra	3094	TRANG	2008-09-08 09:20:59	2015-11-12 09:47:15	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3094	human-contributed-unreviewed	0ea742b3fa2daa38e2fef2bc3751efbf941c3a157f794b6b6489a1c486758416	Qu'est-ce que c'est ?
fr	fra	3095	ANH_DAO	\N	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3095	human-contributed-unreviewed	660f209fb2cebe056988af0c795ade56bfa35423fac9387a9841046db664a718	Aujourd'hui nous sommes le 18 juin et c'est l'anniversaire de Muiriel !
fr	fra	3096	sysko	\N	2010-04-18 12:10:41	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3096	human-contributed-unreviewed	d80242c39eadf6b7d1ecec4be16d03f57c89eb7886e292356d3092d881eecefb	Joyeux anniversaire Muiriel !
fr	fra	3097	ANH_DAO	\N	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3097	human-contributed-unreviewed	d709cda7f7595242435a35222bc266778216a7f41085a9bf851d47033015030e	Muiriel a 20 ans maintenant.
fr	fra	3098	ANH_DAO	\N	2019-05-01 14:32:37	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3098	human-contributed-unreviewed	c1b92b330bf0cd2a99ae37da0c2e799d3f5e25020b8ab4343182fae0ff494642	Le mot de passe est « Muiriel ».
fr	fra	3099	ANH_DAO	\N	2010-05-11 16:28:55	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3099	human-contributed-unreviewed	5709514932f51d8f45d648f00dfe7ced7ad4a5e691895c2f498f30cee63c31eb	Je serai bientôt de retour.
fr	fra	3100	Sprachprofi	\N	2009-11-29 14:18:57	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3100	human-contributed-unreviewed	9452693ab57070f4c9bac6af74fff380662bd54a7f6219b273717e1523cd1849	Je ne sais pas.
fr	fra	3101	ANH_DAO	\N	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3101	human-contributed-unreviewed	8a59c598b9272f20a3331363c6ebc3875fe5cf21ef673291bf2aabb1140def70	J'en perds mes mots.
fr	fra	3102	ANH_DAO	\N	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3102	human-contributed-unreviewed	8017b65853b34d20a62d522fc1ea7fdc7798dcbacac162d06ce9bd1800d9d136	Ça ne va jamais finir.
fr	fra	3103	ANH_DAO	\N	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3103	human-contributed-unreviewed	a4b7f77fa55a34296f55667f89e6ce628e54bc3569ea04da2d560406efab7d0b	Je ne sais simplement pas quoi dire...
fr	fra	3104	zmoo	\N	2010-03-30 04:00:01	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3104	human-contributed-unreviewed	038a909692613ba8e90007f022a17b770b60259a717d9bd7a9ed64056be3e6eb	C’était un méchant lapin.
fr	fra	3105	ANH_DAO	\N	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3105	human-contributed-unreviewed	5cf535e5ae33070fdaa48c65aa0f6046572c7f719590ccd230fd3e63f5941ecf	J'étais dans les montagnes.
