locale	tatoeba_lang	sentence_id	author	added_utc	modified_utc	license	sentence_url	review_state	source_row_sha256	sentence
tr	tur	170564	Adopter	\N	2020-04-13 12:16:24	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/170564	human-contributed-unreviewed	6ab4ec1a059387d7272bb99345dc668292b569c1c47d0f909c78bc4e2f5e7f81	Devenin belini kıran son saman çöpüdür.
tr	tur	338316	sysko	2009-11-29 14:12:06	2009-11-29 14:12:06	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/338316	human-contributed-unreviewed	2116f053099d78e0616632c2e058dfe2275b29a2ffbda52ab06143d3f2307a61	Bütün insanlar hür, haysiyet ve haklar bakımından eşit doğarlar. Akıl ve vicdana sahiptirler ve birbirlerine karşı kardeşlik zihniyeti ile hareket etmelidirler.
tr	tur	349063	fatih	2010-01-14 18:41:43	2010-01-14 18:41:43	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/349063	human-contributed-unreviewed	ea8165f93d1009dcd5b3cfd1304798593bb2581c7e3802caf2e47fa994b04566	Bilmiyorum.
tr	tur	349066	fatih	2010-01-14 19:00:28	2010-01-14 19:00:28	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/349066	human-contributed-unreviewed	63e04b90d41278d6443f41faa187f4a6cc9f5d3491e44fb71e43385de7273b72	Mum kendiliğinden söndü.
tr	tur	349067	fatih	2010-01-14 19:01:42	2010-01-14 19:01:42	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/349067	human-contributed-unreviewed	0837747ab481b1f0a99ef01c0efa458dcbf731c0499db22e9319f597a27f63d0	Mum kendi kendine söndü.
tr	tur	349068	fatih	2010-01-14 19:06:40	2019-04-17 15:53:30	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/349068	human-contributed-unreviewed	5d681cac325675856dfd730fb210b3aa680298cd3a9ff961a938724b42cbee81	Babam bana yatakta kitap okumamamı söyledi.
tr	tur	351764	human600	2010-01-22 16:51:23	2014-04-15 12:43:48	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/351764	human-contributed-unreviewed	32af5183e9b52b0e6eed14a2917245ad29578e9c48332230c872ef7e972c14ac	On, on bir, on iki, on üç, on dört, on beş, on altı, on yedi, on sekiz, on dokuz, yirmi.
tr	tur	355656	Denizar	2010-02-01 13:38:22	2010-02-01 13:38:22	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/355656	human-contributed-unreviewed	b52c9d04cb44264f24e31d5f26aef06373b434cdf604084ffc8163ddf9cc3e1c	Ek olarak yaşlılar birbirleriyle sosyalleşebilsin ve Amerikan hayatının aktif üyeleri olarak kalabilsinler diye birçok topluluk kurulmuştur.
tr	tur	355657	Denizar	2010-02-01 13:41:52	2010-02-01 13:41:52	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/355657	human-contributed-unreviewed	b9fbbcd22211eae3c0b9220846536821c66981d2e2152aefef2a29ac0bc44923	Bazıları yalnızca zaman geçsin diye kitap okurlar.
tr	tur	355658	Denizar	2010-02-01 13:43:48	2010-02-01 13:43:48	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/355658	human-contributed-unreviewed	e3976b4869c66ec5003f7118544de1a368518ea180d545dc786ad0777e78ae81	Koyu kahverengi saçları vardı.
