locale	tatoeba_lang	sentence_id	author	added_utc	modified_utc	license	sentence_url	review_state	source_row_sha256	sentence
ru	rus	243	sugisaki	2008-05-14 17:30:11	2012-04-06 07:56:25	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/243	human-contributed-unreviewed	1877b25ebcf041e061f386570699c4f61d597d61b0643350bff586031ed5f292	Один раз в жизни я делаю хорошее дело... И оно бесполезно.
ru	rus	5409	zmoo	\N	2010-03-30 04:14:04	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5409	human-contributed-unreviewed	57f55533b4b9359926bbc5ef5e0080192f2dc043183383c442033d24e8b4deb2	Давайте что-нибудь попробуем!
ru	rus	5410	Tonari	\N	2011-02-01 17:55:36	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5410	human-contributed-unreviewed	b33cf42921c6407c1c0a92c85624b0c349b5f21cc1e857bd649155ead2dc4a0f	Мне пора идти спать.
ru	rus	5411	Aleksej	\N	2010-11-02 23:34:19	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5411	human-contributed-unreviewed	159855332e0ae7b06bb60262cf1c7dbe2ef98717508736860db33491748f68d0	Что ты делаешь?
ru	rus	5412	TRANG	2008-09-08 09:20:59	\N	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5412	human-contributed-unreviewed	ff6a38e87a4f05ebe30eb3b808451d6759308b521d65214a461cf73089f952ad	Что это?
ru	rus	5413	Olya	\N	2013-07-14 14:45:27	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5413	human-contributed-unreviewed	ee69c2812a660a422091f4c550263e15188e3582d969fec774360410237c53a1	Сегодня 18 июня, и это день рождения Мюриэл!
ru	rus	5414	Olya	\N	2013-07-14 14:45:49	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5414	human-contributed-unreviewed	ed18ccab80a752090de513a1ba891e9fd8715608c04bb332993ccdfccf883560	С днём рождения, Мюриэл!
ru	rus	5415	Olya	\N	2013-07-14 14:46:12	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5415	human-contributed-unreviewed	8a0ae03b54e2d995b821a26bc0510d34a0475cd642fb39acf49aa96a3d5f7836	Мюриэл сейчас 20.
ru	rus	5416	Olya	\N	2013-07-14 14:47:48	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5416	human-contributed-unreviewed	f1a844dd36ef718760e0ffd40587fc74991ea7e23700f89be90e3755f701249e	Пароль «Muiriel».
ru	rus	5419	ae5s	\N	2010-09-27 07:31:43	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/5419	human-contributed-unreviewed	939240236894218343c17491d946a256128492cda79ae89eb1ebca27d7a39e2d	У меня нет слов.
